name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,Free Parking,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi.1,Laundry,Pet Friendly,Outdoor Pool,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Terrace,Swimming Pool,24-Hour Front Desk,Dist,Label
Popular Hollywood Blvd Shining Suite,90028.0,13.0,8.3,8.3,8.7,8.1,8.3,7.7,9.1,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,1
Hollywood 2Bed 2Bath,90038.0,99.0,8.1,7.7,8.3,8.2,8.7,8.2,8.5,7.8,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,5.0,0
Sunset Home,90069.0,13.0,8.2,8.3,7.7,7.9,8.3,8.3,8.7,5.0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,7.5,1
Hollywood Walk of Fame Apartment,90028.0,7.0,8.6,8.6,8.9,7.9,8.2,8.6,9.7,4.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,1
Luxury Condo with Parking,90036.0,8.0,8.2,8.8,8.5,7.8,7.5,7.8,8.8,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,1
The Los Angeles Athletic Club,90014.0,671.0,8.6,8.8,8.8,8.8,8.7,8.0,8.4,8.4,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0.8,2
Hollywood Spring Deluxe,90028.0,170.0,9.0,9.1,9.1,9.2,9.2,8.7,9.3,8.6,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5.0,2
DTLA Convention Center Stylish Apartment,90015.0,10.0,8.6,8.8,8.5,9.0,8.5,8.0,9.0,6.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.7,1
Popular Hollywood Celebrity Suite,90028.0,46.0,8.2,8.4,8.3,7.9,7.7,7.8,8.2,9.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,6.2,0
BLVD Hotel & Suites,90068.0,1311.0,8.0,8.2,8.0,7.6,8.2,7.4,8.4,8.7,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,6.2,0
Kimpton La Peer Hotel,90069.0,48.0,8.8,9.5,8.7,8.8,9.2,7.8,10.0,9.1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,8.1,2
Beverly Hills Plaza Hotel,90024.0,789.0,8.4,8.7,8.6,8.3,8.5,7.7,8.4,8.6,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,9.9,2
Popular Downtown LA Presidential Pool Table High Rise,90015.0,26.0,8.2,7.6,8.4,8.3,7.8,8.0,8.3,9.1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1.1,0
Hampton Inn Los Angeles Int'l Airport/Hawthorne,90250.0,2092.0,8.5,9.0,8.8,8.6,8.8,8.2,8.1,7.8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,9.9,2
Luxe Rodeo Drive Hotel,90210.0,753.0,8.2,8.4,8.1,7.8,8.5,7.2,7.8,9.4,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,8.7,0
Popular Downtown LA Governor Suite,90017.0,26.0,9.2,9.1,9.3,9.3,9.0,9.1,10.0,9.3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.1,2
Residence Inn by Marriott Los Angeles L.A. LIVE,90015.0,311.0,8.7,8.9,8.9,8.8,8.9,7.8,9.0,8.8,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1.4,2
Luxury Home In The Heart of LA,90017.0,29.0,9.4,9.6,9.5,9.3,9.4,9.3,10.0,9.5,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1.2,2
DTLA Staples Center Suite,90015.0,20.0,8.2,8.4,8.4,8.1,7.6,7.5,9.2,9.1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.3,2
Courtyard Los Angeles Westside,90230.0,539.0,8.2,8.7,8.5,8.2,8.3,7.4,8.2,8.1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9.3,0
Popular Hollywood Blvd Luxury Penthouse,90028.0,35.0,8.5,8.6,8.8,8.4,8.4,8.0,8.3,8.9,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,6.2,2
Oakwood Toluca Hills,90068.0,1534.0,8.1,7.8,8.4,8.1,8.1,7.9,8.7,8.4,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,8.1,0
Popular Hollywood Skyline View Penthouse,90028.0,10.0,8.5,8.8,9.3,8.0,7.5,8.0,9.3,4.0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,6.2,1
Heaven on Hollywood Furnished Apartments,90028.0,213.0,7.9,7.7,8.0,7.8,7.6,7.4,8.9,8.9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,6.2,0
Downtown LA 3-Bedroom Pool Suite #1,90017.0,11.0,8.4,8.6,9.1,8.9,8.2,7.3,10.0,8.2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.3,2
Popular Hollywood Blvd Modern Suite,90015.0,58.0,8.4,8.5,8.6,8.5,8.2,8.1,10.0,8.7,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,6.2,2
Popular Hollywood Prestige Suite,90028.0,12.0,8.2,8.3,8.1,8.3,7.3,7.5,8.8,9.4,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,0
The Peninsula Beverly Hills,90212.0,199.0,9.4,9.7,9.6,9.4,9.4,8.4,9.7,9.6,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,9.3,2
East West Comfort: Downtown LA Cozy Apartments,90015.0,11.0,9.1,9.6,9.1,9.6,9.3,8.6,8.2,8.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.7,2
Hollywood Private Bungalow,90038.0,19.0,9.0,8.8,8.8,9.0,9.1,8.7,10.0,9.4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5.6,2
Urban DTLA Chic Stylish Suite,90015.0,34.0,8.8,8.7,8.5,8.9,9.1,8.6,9.2,9.2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.9,2
Hollywood Megastar 5 beds 2-BR pool,90028.0,8.0,9.3,8.1,10.0,9.7,9.1,9.1,10.0,6.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,6.2,2
Popular Downtown LA Cirrus Resort Style Suite,90012.0,23.0,8.1,8.1,8.6,7.9,8.5,7.8,10.0,7.9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.8,2
LA Clean and Comfy Suite,90036.0,11.0,8.9,8.4,8.9,8.6,8.8,9.1,9.5,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,1
Urban DTLA VIP Penthouse with Pool Table,90015.0,8.0,9.4,9.4,9.7,9.7,9.1,9.1,10.0,9.4,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,2
Urban 20 FT Two Level Loft,90015.0,5.0,9.3,10.0,10.0,9.0,9.5,8.5,8.5,4.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,1
AIR Venice on the Beach,90291.0,1807.0,7.8,7.9,7.5,7.4,8.3,7.1,8.0,8.7,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,13.7,0
Global Luxury Suites at Figueroa Street,90015.0,11.0,8.3,8.2,8.6,8.2,8.6,8.0,10.0,8.4,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,2
Tuck Hotel,90014.0,204.0,9.0,9.4,9.2,8.7,9.4,8.4,8.9,8.7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0.9,2
Urban DTLA Resort Style Flamingo Suite,90017.0,13.0,9.0,8.7,9.4,9.4,8.5,8.7,10.0,9.2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.0,2
Homewood Suites By Hilton Los Angeles International Airport,90045.0,729.0,9.0,9.3,9.3,9.0,8.8,8.4,8.6,9.0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,11.2,2
Modern 2BR/2BA in the Heart of Hollywood,90028.0,19.0,8.5,8.3,8.5,8.2,8.3,8.4,2.5,9.2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,0
Studio Plus - Hollywood Luxury 2BR APT,90028.0,156.0,8.2,7.9,8.5,8.1,7.8,8.0,9.1,9.2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,2
Loft on Hollywood Walk of Fame,90028.0,29.0,8.6,8.1,8.5,8.7,8.9,8.3,9.2,9.2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,6.2,2
The Hollywood Roosevelt,90028.0,1947.0,8.3,8.6,8.2,8.2,8.5,7.0,6.0,9.1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,6.2,0
Crowne Plaza Los Angeles International Airport,90045.0,3797.0,8.1,8.4,8.2,7.9,8.2,7.4,8.0,8.3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,10.6,0
Residence Inn by Marriott Los Angeles LAX/Century Boulevard,90045.0,1231.0,8.6,8.9,8.9,8.7,8.6,8.0,8.5,8.5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,10.6,2
Urban Downtown LA Moroccan Resort Suite,90115.0,29.0,8.8,8.5,9.0,8.7,9.1,8.4,9.4,8.9,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,2
Villa Delle Stelle,90028.0,203.0,8.9,9.0,9.0,8.9,9.2,8.3,7.2,9.2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5.0,2
The Beverly Hilton,90210.0,545.0,8.0,8.4,8.1,7.9,8.2,6.8,6.1,6.2,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,9.3,0
Fabulous Apt Walk to Santa Monica Beach 17,90401.0,18.0,9.4,10.0,9.3,9.5,9.3,8.6,7.5,9.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,14.3,2
The LINE Hotel,90010.0,1218.0,8.2,8.7,8.2,8.3,8.4,7.3,8.7,8.4,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,3.1,0
Los Stylish Apartment Nice Area DTLA,90017.0,23.0,8.6,8.6,8.8,8.6,8.5,8.2,8.3,8.7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.3,2
Hollywood Glamourous Apartment,90028.0,10.0,9.0,8.8,9.3,9.3,8.6,8.5,7.5,9.3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,2
Downtown LA Brilliant 5 Beds Pool,90017.0,11.0,8.6,9.3,8.9,8.0,8.9,8.4,7.5,8.4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,2
Sirtaj Hotel,90212.0,332.0,8.4,8.7,8.2,8.0,8.6,7.6,9.1,9.2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,8.7,2
"The Ritz-Carlton, Los Angeles L.A. Live",90015.0,98.0,8.6,9.0,8.7,8.6,8.9,7.5,7.0,8.7,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1.4,0
Urban Downtown LA Resort Style Suite,90017.0,8.0,7.9,7.8,7.5,8.5,8.1,7.8,7.5,7.8,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,0
Titta Inn,90032.0,2344.0,8.3,8.4,8.1,8.2,9.3,8.5,8.8,7.6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,5.6,2
Penthouse Highrise,90010.0,15.0,8.8,8.8,8.8,8.7,8.8,8.3,5.0,9.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2.8,0
"Luxury Apartment with pool, by the Pacific Ocean",90292.0,18.0,8.7,8.5,8.9,8.6,8.9,8.1,9.3,8.6,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,13.0,2
Wyndham Santa Monica At The Pier,90401.0,1433.0,7.8,8.1,7.7,7.3,8.1,6.3,7.5,9.0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,14.3,0
W Hollywood,90028.0,698.0,7.9,8.3,8.1,7.9,8.0,6.6,4.9,8.5,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,5.6,0
Le Parc Suite Hotel,90069.0,425.0,8.3,8.3,8.6,8.2,8.6,7.5,5.6,8.7,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,7.5,0
Hotel Shangri-La,90401.0,858.0,7.9,8.1,7.7,7.5,8.5,6.5,8.4,9.2,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,14.3,0
Popular Downtown LA Mediterranean View Penthouse,90017.0,24.0,8.2,8.1,8.2,8.2,8.3,7.6,8.1,8.6,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1.2,0
Bluetiful Apartment Near to convention center,90015.0,6.0,9.2,9.6,8.8,9.2,9.2,8.8,9.6,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.7,1
Luxe Sunset Boulevard Hotel,90049.0,447.0,8.5,8.8,8.7,8.4,8.8,7.7,8.7,8.4,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,12.4,2
Urban Hollywood Blvd Dream Penthouse,90028.0,8.0,9.2,9.4,9.4,9.4,9.1,8.5,9.7,6.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,6.2,2
Popular Hollywood Blvd Plush Suite,90028.0,16.0,9.1,9.4,9.9,9.1,8.6,8.8,9.1,10.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,2
Luxury Apartment Near Staples Center,90015.0,25.0,9.5,9.8,9.7,9.6,9.4,9.2,10.0,9.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.3,2
Premier DTLA Convention Center Apartment,90015.0,9.0,9.3,9.5,9.5,8.9,9.5,8.6,9.7,7.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.6,2
Hotel Normandie - Los Angeles,90005.0,478.0,8.3,8.7,8.3,8.0,8.9,7.7,8.3,8.3,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1,0
Penthouse with a Stunning Hollywood View,90036.0,18.0,8.5,8.3,8.3,8.1,8.8,8.2,10.0,9.1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,6.2,2
Urban Hollywood Tropicana Suite,90028.0,26.0,8.1,7.9,8.2,8.1,8.0,7.7,9.2,8.7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,0
Downtown Celebrity Suite Near Staples Center,90017.0,18.0,8.3,7.7,8.8,8.2,8.2,7.9,10.0,9.2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,2
Regency Inn in Los Angeles,90041.0,667.0,8.3,8.8,8.6,8.1,8.5,8.2,8.6,7.6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,6.2,2
Boutique 444 Venice Beach,90291.0,510.0,8.8,9.1,8.8,8.9,8.5,8.1,9.3,9.2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,13.0,2
Charlie Chaplin Historic Hollywood Home,90028.0,15.0,8.3,7.5,8.7,8.5,8.3,8.2,7.5,8.8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6.2,0
Downtown LA Paradise Resort Suite,90017.0,28.0,8.5,8.8,8.9,8.5,8.0,8.4,10.0,8.7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,2
"The Ritz-Carlton, Marina del Rey",90292.0,257.0,8.5,9.0,8.8,8.6,8.9,7.3,6.0,8.5,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,12.4,0
Urban Two Level Bellagio Penthouse,90017.0,13.0,9.2,8.5,9.6,8.5,9.6,9.6,10.0,9.2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.0,2
Urban Downtown LA Elegant Suite Los Angeles,90017.0,27.0,8.8,9.3,8.6,9.0,8.8,8.2,10.0,9.1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.9,2
Heart of Hollywood,90028.0,36.0,8.5,8.3,8.4,8.5,8.8,7.9,10.0,9.4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,2
Popular Downtown LA Spectacular Suite,90015.0,9.0,9.0,9.2,9.2,8.9,9.2,8.6,8.9,5.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,1
Holiday Inn Express Hollywood Walk of Fame,90068.0,1172.0,8.0,8.1,8.1,7.6,8.4,7.2,7.7,8.8,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,6.2,0
Urban Hollywood James Bond Suite,90028.0,7.0,8.5,8.6,8.6,8.9,8.6,8.2,7.9,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,6.2,1
Kings Home,90069.0,9.0,9.2,8.9,9.2,9.7,8.9,8.9,9.5,7.0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,7.5,2
Sunset Tower Hotel,90069.0,112.0,8.7,9.1,8.9,8.3,8.9,7.9,8.9,9.2,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,7.5,2
Urban Dtla Two Level Fashion Loft,90015.0,9.0,9.5,9.7,9.7,9.2,9.5,8.9,10.0,9.7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.5,2
2 Bedroom Celebrity Loft,90017.0,27.0,9.0,8.9,8.9,9.0,9.1,8.9,10.0,9.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.0,2
Downtown L.A. Resort Comfort Life and 4Beds,90015.0,26.0,8.9,8.9,9.0,9.1,9.0,8.4,8.5,9.2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1.1,2
Popular Downtown LA Luxury Palazzo Resort Style Suite,90012.0,24.0,8.5,8.5,8.3,8.6,8.7,8.2,10.0,8.7,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0.8,2
Urban Hollywood Blvd Grammys Suite,90028.0,32.0,8.6,8.4,8.8,8.8,8.5,8.2,10.0,8.7,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,2
Courtyard by Marriott Los Angeles L.A. LIVE,90015.0,219.0,8.6,9.0,8.8,8.7,8.8,7.5,8.5,8.8,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1.4,2
Hollywood 6 beds Vip Pool Suite,90028.0,30.0,8.0,8.2,8.1,8.4,7.7,7.4,9.5,8.2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,2
Popular Downtown LA Bellagio Resort Suite,90017.0,34.0,7.9,7.5,7.9,7.7,8.2,7.6,9.2,8.4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Urban Downtown LA Chanel Suite,90017.0,33.0,8.7,8.6,8.6,9.0,8.8,8.3,9.7,9.0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.9,2
Charming and Lovely apt!,90036.0,20.0,8.8,9.0,8.5,8.4,8.4,8.8,10.0,9.5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5.6,2
"Tilt Hotel Universal Hollywood, an Ascend Hotel Collection Member",90068.0,694.0,7.9,8.0,8.0,7.6,8.2,7.1,8.3,8.4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.5,0
AKA Beverly Hills,90210.0,26.0,9.3,9.2,9.6,9.1,9.5,8.9,8.8,9.6,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,8.7,2
Popular Downtown LA VIP Modern High Rise Suite,90015.0,19.0,8.8,8.7,8.6,8.7,9.0,8.4,8.5,9.4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.1,2
Popular DTLA Designer Suite With Massive Views,90015.0,41.0,8.8,8.4,8.8,9.1,8.8,8.4,8.8,9.3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1.3,2
Urban Hollywood Oscars Suite,90028.0,11.0,8.6,8.6,8.9,8.4,9.1,7.7,6.3,8.6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,0
Millennium Biltmore Los Angeles,90071.0,1275.0,8.1,8.3,8.1,8.0,8.2,7.3,7.9,8.5,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0.7,0
Urban Hollywood Universal Studios Suite,90028.0,29.0,8.5,8.4,8.5,8.7,9.1,7.8,8.7,8.6,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,2
Global Luxury Suites at Wilshire,90036.0,12.0,8.5,9.4,9.2,8.3,7.5,7.7,8.1,8.6,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,2
"H Hotel Los Angeles, Curio Collection By Hilton",90045.0,690.0,8.9,9.3,9.2,8.8,8.7,8.2,8.6,8.9,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,11.2,2
Urban DTLA Corporate Executive Suite,90017.0,7.0,8.5,8.9,8.6,8.6,8.6,7.9,8.6,5.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.1,1
Popular Downtown LA Parlor Resort Style Suite,90012.0,15.0,7.9,7.7,8.5,7.9,7.9,7.5,3.8,7.8,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.8,0
Venice Style Studio Venice Beach,90292.0,14.0,8.3,8.6,8.0,8.2,8.5,7.0,9.3,7.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,13.0,0
Downtown LA Clean and Cozy Suite,90017.0,5.0,8.7,9.0,9.5,9.5,6.5,8.0,10.0,3.0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1.1,1
JW Marriott Los Angeles L.A. LIVE,90015.0,638.0,8.8,9.1,9.0,8.8,8.8,7.8,8.1,9.1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1.5,2
Hollywood Blvd Exclusive Apartment,90028.0,13.0,8.4,8.9,9.1,8.5,6.9,7.5,8.8,9.4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.2,2
Urban Downtown LA Modern Suite,90017.0,8.0,9.1,9.1,9.4,9.4,8.8,8.5,9.4,7.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.0,2
Glendon Apartments,90024.0,154.0,8.1,7.9,8.2,7.9,7.9,7.4,9.4,9.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11.2,0
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",90048.0,686.0,8.2,8.5,8.3,8.1,8.5,7.1,6.3,8.5,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,7.5,0
Beverly Hills Marriott,90035.0,385.0,7.9,8.4,8.2,7.8,8.1,6.9,7.4,8.1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,8.7,0
Los Comfy Apartment,90017.0,12.0,9.1,9.4,9.2,9.0,8.8,9.0,9.4,8.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1.1,2
LA Luxury Suite at The Grove | 2BR&2BT | Pool | Free Parking,90036.0,9.0,8.6,8.6,8.3,8.6,8.6,8.3,8.9,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,1
Downtown LA Luxe Staples Center Suite,90015.0,16.0,8.1,8.3,7.8,8.0,7.5,8.0,10.0,8.9,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,2
"WeHo Palace, 2 Bedroom 2 Full Bath",90046.0,23.0,8.1,8.3,8.1,7.8,7.7,8.1,10.0,8.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.8,2
Chic 2 Bedroom/2 Bathroom Suite at the Beach,90292.0,15.0,7.3,6.8,8.2,7.5,8.0,6.7,6.8,2.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,12.4,1
Oceana Beach Club Hotel,90403.0,395.0,8.2,8.7,8.4,8.0,8.4,6.8,8.6,8.7,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,14.9,0
Popular Hollywood and The Grove Luxury Pavilion Resort Style Suite,90036.0,24.0,7.6,7.3,7.6,7.8,6.8,7.2,9.2,8.7,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,0
Urban Dtla Paradise Suite,90017.0,7.0,8.6,9.7,8.6,8.6,9.3,7.5,7.9,3.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.1,1
"Prime West Hollywood, Gorgeous & Renovated 2 Bed 2 Bath",90046.0,13.0,7.9,7.9,8.1,7.7,8.1,7.7,10.0,8.1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.8,2
Live like a Hollywood Celebrity,90068.0,21.0,7.6,8.1,7.0,7.0,7.9,7.3,8.3,9.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,5.6,0
Living The LA Dream 2 bed 2 bath,90015.0,13.0,8.6,8.9,8.7,8.5,8.4,7.9,9.1,8.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.1,2
The Westin Bonaventure Hotel & Suites,90071.0,715.0,8.3,8.7,8.5,8.3,8.5,7.5,8.7,8.5,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0.8,2
Executive Lifestyle Apartment,90017.0,111.0,8.7,8.5,8.9,8.9,8.7,8.7,8.1,8.6,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.9,2
Kimpton Hotel Wilshire,90048.0,300.0,8.1,8.4,8.4,7.8,8.5,7.1,6.4,8.0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,6.8,0
Downtown LA Modern Staples Center Suite,90015.0,16.0,8.4,8.9,8.3,8.0,8.0,8.1,8.8,8.9,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.3,2
"Channel Road Inn, A Four Sisters Inn",90402.0,111.0,9.2,9.6,9.4,9.3,9.6,8.2,8.7,9.1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,15.5,2
Venice Beach Vacation Condos,90291.0,252.0,8.3,8.6,8.4,8.3,8.0,7.7,8.7,8.8,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,13.7,2
American Hotel,90013.0,1449.0,8.1,8.5,8.0,7.7,8.7,8.0,8.6,8.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.7,0
Hilton Garden Inn Los Angeles / Hollywood,90068.0,384.0,7.9,8.2,7.8,7.7,8.2,7.0,7.7,8.6,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,6.2,0
Urban DTLA Two Level Staples Center Loft,90015.0,10.0,9.2,9.5,9.3,9.3,9.3,8.8,9.0,7.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.5,2
"Santa Monica Duplex, 3 Bed 2 Bath",90404.0,12.0,8.0,8.6,8.6,7.3,8.1,7.3,8.3,4.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,12.4,1
